PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,FamilySize,age_group
593,0,3,male,47,0,0,7.25,Southampton,0,40-49
594,0,3,female,21.75,0,2,7.75,Queenstown,2,20-29
595,0,2,male,37,1,0,26,Southampton,1,30-39
596,0,3,male,36,1,1,24.15,Southampton,2,30-39
597,1,2,female,28.72297297,0,0,33,Southampton,0,20-29
598,0,3,male,49,0,0,0,Southampton,0,40-49
599,0,3,male,26.50758893,0,0,7.225,Cherbourg,0,20-29
600,1,1,male,49,1,0,56.9292,Cherbourg,1,40-49
601,1,2,female,24,2,1,27,Southampton,3,20-29
602,0,3,male,26.50758893,0,0,7.8958,Southampton,0,20-29
603,0,1,male,41.28138614,0,0,42.4,Southampton,0,40-49
604,0,3,male,44,0,0,8.05,Southampton,0,40-49
605,1,1,male,35,0,0,26.55,Cherbourg,0,30-39
606,0,3,male,36,1,0,15.55,Southampton,1,30-39
607,0,3,male,30,0,0,7.8958,Southampton,0,30-39
608,1,1,male,27,0,0,30.5,Southampton,0,20-29
609,1,2,female,22,1,2,41.5792,Cherbourg,3,20-29
610,1,1,female,40,0,0,153.4625,Southampton,0,40-49
611,0,3,female,39,1,5,31.275,Southampton,6,30-39
612,0,3,male,26.50758893,0,0,7.05,Southampton,0,20-29
613,1,3,female,21.75,1,0,15.5,Queenstown,1,20-29
614,0,3,male,26.50758893,0,0,7.75,Queenstown,0,20-29
615,0,3,male,35,0,0,8.05,Southampton,0,30-39
616,1,2,female,24,1,2,65,Southampton,3,20-29
617,0,3,male,34,1,1,14.4,Southampton,2,30-39
618,0,3,female,26,1,0,16.1,Southampton,1,20-29
619,1,2,female,4,2,1,39,Southampton,3,0-9
620,0,2,male,26,0,0,10.5,Southampton,0,20-29
621,0,3,male,27,1,0,14.4542,Cherbourg,1,20-29
622,1,1,male,42,1,0,52.5542,Southampton,1,40-49
623,1,3,male,20,1,1,15.7417,Cherbourg,2,20-29
624,0,3,male,21,0,0,7.8542,Southampton,0,20-29
625,0,3,male,21,0,0,16.1,Southampton,0,20-29
626,0,1,male,61,0,0,32.3208,Southampton,0,60-69
627,0,2,male,57,0,0,12.35,Queenstown,0,50-59
628,1,1,female,21,0,0,77.9583,Southampton,0,20-29
629,0,3,male,26,0,0,7.8958,Southampton,0,20-29
630,0,3,male,26.50758893,0,0,7.7333,Queenstown,0,20-29
631,1,1,male,80,0,0,30,Southampton,0,
632,0,3,male,51,0,0,7.0542,Southampton,0,50-59
633,1,1,male,32,0,0,30.5,Cherbourg,0,30-39
634,0,1,male,41.28138614,0,0,0,Southampton,0,40-49
635,0,3,female,9,3,2,27.9,Southampton,5,0-9
636,1,2,female,28,0,0,13,Southampton,0,20-29
637,0,3,male,32,0,0,7.925,Southampton,0,30-39
638,0,2,male,31,1,1,26.25,Southampton,2,30-39
639,0,3,female,41,0,5,39.6875,Southampton,5,40-49
640,0,3,male,26.50758893,1,0,16.1,Southampton,1,20-29
641,0,3,male,20,0,0,7.8542,Southampton,0,20-29
642,1,1,female,24,0,0,69.3,Cherbourg,0,20-29
643,0,3,female,2,3,2,27.9,Southampton,5,0-9
644,1,3,male,26.50758893,0,0,56.4958,Southampton,0,20-29
645,1,3,female,0.75,2,1,19.2583,Cherbourg,3,0-9
646,1,1,male,48,1,0,76.7292,Cherbourg,1,40-49
647,0,3,male,19,0,0,7.8958,Southampton,0,19-Oct
648,1,1,male,56,0,0,35.5,Cherbourg,0,50-59
649,0,3,male,26.50758893,0,0,7.55,Southampton,0,20-29
650,1,3,female,23,0,0,7.55,Southampton,0,20-29
651,0,3,male,26.50758893,0,0,7.8958,Southampton,0,20-29
652,1,2,female,18,0,1,23,Southampton,1,19-Oct
653,0,3,male,21,0,0,8.4333,Southampton,0,20-29
654,1,3,female,21.75,0,0,7.8292,Queenstown,0,20-29
655,0,3,female,18,0,0,6.75,Queenstown,0,19-Oct
656,0,2,male,24,2,0,73.5,Southampton,2,20-29
657,0,3,male,26.50758893,0,0,7.8958,Southampton,0,20-29
658,0,3,female,32,1,1,15.5,Queenstown,2,30-39
659,0,2,male,23,0,0,13,Southampton,0,20-29
660,0,1,male,58,0,2,113.275,Cherbourg,2,50-59
661,1,1,male,50,2,0,133.65,Southampton,2,50-59
662,0,3,male,40,0,0,7.225,Cherbourg,0,40-49
663,0,1,male,47,0,0,25.5875,Southampton,0,40-49
664,0,3,male,36,0,0,7.4958,Southampton,0,30-39
665,1,3,male,20,1,0,7.925,Southampton,1,20-29
666,0,2,male,32,2,0,73.5,Southampton,2,30-39
667,0,2,male,25,0,0,13,Southampton,0,20-29
668,0,3,male,26.50758893,0,0,7.775,Southampton,0,20-29
669,0,3,male,43,0,0,8.05,Southampton,0,40-49
670,1,1,female,34.61176471,1,0,52,Southampton,1,30-39
671,1,2,female,40,1,1,39,Southampton,2,40-49
672,0,1,male,31,1,0,52,Southampton,1,30-39
673,0,2,male,70,0,0,10.5,Southampton,0,70-79
674,1,2,male,31,0,0,13,Southampton,0,30-39
675,0,2,male,30.74070707,0,0,0,Southampton,0,30-39
676,0,3,male,18,0,0,7.775,Southampton,0,19-Oct
677,0,3,male,24.5,0,0,8.05,Southampton,0,20-29
678,1,3,female,18,0,0,9.8417,Southampton,0,19-Oct
679,0,3,female,43,1,6,46.9,Southampton,7,40-49
680,1,1,male,36,0,1,512.3292,Cherbourg,1,30-39
681,0,3,female,21.75,0,0,8.1375,Queenstown,0,20-29
682,1,1,male,27,0,0,76.7292,Cherbourg,0,20-29
683,0,3,male,20,0,0,9.225,Southampton,0,20-29
684,0,3,male,14,5,2,46.9,Southampton,7,19-Oct
685,0,2,male,60,1,1,39,Southampton,2,60-69
686,0,2,male,25,1,2,41.5792,Cherbourg,3,20-29
687,0,3,male,14,4,1,39.6875,Southampton,5,19-Oct
688,0,3,male,19,0,0,10.1708,Southampton,0,19-Oct
689,0,3,male,18,0,0,7.7958,Southampton,0,19-Oct
690,1,1,female,15,0,1,211.3375,Southampton,1,19-Oct
691,1,1,male,31,1,0,57,Southampton,1,30-39
692,1,3,female,4,0,1,13.4167,Cherbourg,1,0-9
693,1,3,male,26.50758893,0,0,56.4958,Southampton,0,20-29
694,0,3,male,25,0,0,7.225,Cherbourg,0,20-29
695,0,1,male,60,0,0,26.55,Southampton,0,60-69
696,0,2,male,52,0,0,13.5,Southampton,0,50-59
697,0,3,male,44,0,0,8.05,Southampton,0,40-49
698,1,3,female,21.75,0,0,7.7333,Queenstown,0,20-29
699,0,1,male,49,1,1,110.8833,Cherbourg,2,40-49
700,0,3,male,42,0,0,7.65,Southampton,0,40-49
701,1,1,female,18,1,0,227.525,Cherbourg,1,19-Oct
702,1,1,male,35,0,0,26.2875,Southampton,0,30-39
703,0,3,female,18,0,1,14.4542,Cherbourg,1,19-Oct
704,0,3,male,25,0,0,7.7417,Queenstown,0,20-29
705,0,3,male,26,1,0,7.8542,Southampton,1,20-29
706,0,2,male,39,0,0,26,Southampton,0,30-39
707,1,2,female,45,0,0,13.5,Southampton,0,40-49
708,1,1,male,42,0,0,26.2875,Southampton,0,40-49
709,1,1,female,22,0,0,151.55,Southampton,0,20-29
710,1,3,male,26.50758893,1,1,15.2458,Cherbourg,2,20-29
711,1,1,female,24,0,0,49.5042,Cherbourg,0,20-29
712,0,1,male,41.28138614,0,0,26.55,Southampton,0,40-49
713,1,1,male,48,1,0,52,Southampton,1,40-49
714,0,3,male,29,0,0,9.4833,Southampton,0,20-29
715,0,2,male,52,0,0,13,Southampton,0,50-59
716,0,3,male,19,0,0,7.65,Southampton,0,19-Oct
717,1,1,female,38,0,0,227.525,Cherbourg,0,30-39
718,1,2,female,27,0,0,10.5,Southampton,0,20-29
719,0,3,male,26.50758893,0,0,15.5,Queenstown,0,20-29
720,0,3,male,33,0,0,7.775,Southampton,0,30-39
721,1,2,female,6,0,1,33,Southampton,1,0-9
722,0,3,male,17,1,0,7.0542,Southampton,1,19-Oct
723,0,2,male,34,0,0,13,Southampton,0,30-39
724,0,2,male,50,0,0,13,Southampton,0,50-59
725,1,1,male,27,1,0,53.1,Southampton,1,20-29
726,0,3,male,20,0,0,8.6625,Southampton,0,20-29
727,1,2,female,30,3,0,21,Southampton,3,30-39
728,1,3,female,21.75,0,0,7.7375,Queenstown,0,20-29
729,0,2,male,25,1,0,26,Southampton,1,20-29
730,0,3,female,25,1,0,7.925,Southampton,1,20-29
731,1,1,female,29,0,0,211.3375,Southampton,0,20-29
732,0,3,male,11,0,0,18.7875,Cherbourg,0,19-Oct
733,0,2,male,30.74070707,0,0,0,Southampton,0,30-39
734,0,2,male,23,0,0,13,Southampton,0,20-29
735,0,2,male,23,0,0,13,Southampton,0,20-29
736,0,3,male,28.5,0,0,16.1,Southampton,0,20-29
737,0,3,female,48,1,3,34.375,Southampton,4,40-49
738,1,1,male,35,0,0,512.3292,Cherbourg,0,30-39
739,0,3,male,26.50758893,0,0,7.8958,Southampton,0,20-29
740,0,3,male,26.50758893,0,0,7.8958,Southampton,0,20-29
741,1,1,male,41.28138614,0,0,30,Southampton,0,40-49
742,0,1,male,36,1,0,78.85,Southampton,1,30-39
743,1,1,female,21,2,2,262.375,Cherbourg,4,20-29
744,0,3,male,24,1,0,16.1,Southampton,1,20-29
745,1,3,male,31,0,0,7.925,Southampton,0,30-39
746,0,1,male,70,1,1,71,Southampton,2,70-79
747,0,3,male,16,1,1,20.25,Southampton,2,19-Oct
748,1,2,female,30,0,0,13,Southampton,0,30-39
749,0,1,male,19,1,0,53.1,Southampton,1,19-Oct
750,0,3,male,31,0,0,7.75,Queenstown,0,30-39
751,1,2,female,4,1,1,23,Southampton,2,0-9
752,1,3,male,6,0,1,12.475,Southampton,1,0-9
753,0,3,male,33,0,0,9.5,Southampton,0,30-39
754,0,3,male,23,0,0,7.8958,Southampton,0,20-29
755,1,2,female,48,1,2,65,Southampton,3,40-49
756,1,2,male,0.67,1,1,14.5,Southampton,2,0-9
757,0,3,male,28,0,0,7.7958,Southampton,0,20-29
758,0,2,male,18,0,0,11.5,Southampton,0,19-Oct
759,0,3,male,34,0,0,8.05,Southampton,0,30-39
760,1,1,female,33,0,0,86.5,Southampton,0,30-39
761,0,3,male,26.50758893,0,0,14.5,Southampton,0,20-29
762,0,3,male,41,0,0,7.125,Southampton,0,40-49
763,1,3,male,20,0,0,7.2292,Cherbourg,0,20-29
764,1,1,female,36,1,2,120,Southampton,3,30-39
765,0,3,male,16,0,0,7.775,Southampton,0,19-Oct
766,1,1,female,51,1,0,77.9583,Southampton,1,50-59
767,0,1,male,41.28138614,0,0,39.6,Cherbourg,0,40-49
768,0,3,female,30.5,0,0,7.75,Queenstown,0,30-39
769,0,3,male,26.50758893,1,0,24.15,Queenstown,1,20-29
770,0,3,male,32,0,0,8.3625,Southampton,0,30-39
771,0,3,male,24,0,0,9.5,Southampton,0,20-29
772,0,3,male,48,0,0,7.8542,Southampton,0,40-49
773,0,2,female,57,0,0,10.5,Southampton,0,50-59
774,0,3,male,26.50758893,0,0,7.225,Cherbourg,0,20-29
775,1,2,female,54,1,3,23,Southampton,4,50-59
776,0,3,male,18,0,0,7.75,Southampton,0,19-Oct
777,0,3,male,26.50758893,0,0,7.75,Queenstown,0,20-29
778,1,3,female,5,0,0,12.475,Southampton,0,0-9
779,0,3,male,26.50758893,0,0,7.7375,Queenstown,0,20-29
780,1,1,female,43,0,1,211.3375,Southampton,1,40-49
781,1,3,female,13,0,0,7.2292,Cherbourg,0,19-Oct
782,1,1,female,17,1,0,57,Southampton,1,19-Oct
783,0,1,male,29,0,0,30,Southampton,0,20-29
784,0,3,male,26.50758893,1,2,23.45,Southampton,3,20-29
785,0,3,male,25,0,0,7.05,Southampton,0,20-29
786,0,3,male,25,0,0,7.25,Southampton,0,20-29
787,1,3,female,18,0,0,7.4958,Southampton,0,19-Oct
788,0,3,male,8,4,1,29.125,Queenstown,5,0-9
789,1,3,male,1,1,2,20.575,Southampton,3,0-9
790,0,1,male,46,0,0,79.2,Cherbourg,0,40-49
791,0,3,male,26.50758893,0,0,7.75,Queenstown,0,20-29
792,0,2,male,16,0,0,26,Southampton,0,19-Oct
793,0,3,female,21.75,8,2,69.55,Southampton,10,20-29
794,0,1,male,41.28138614,0,0,30.6958,Cherbourg,0,40-49
795,0,3,male,25,0,0,7.8958,Southampton,0,20-29
796,0,2,male,39,0,0,13,Southampton,0,30-39
797,1,1,female,49,0,0,25.9292,Southampton,0,40-49
798,1,3,female,31,0,0,8.6833,Southampton,0,30-39
799,0,3,male,30,0,0,7.2292,Cherbourg,0,30-39
800,0,3,female,30,1,1,24.15,Southampton,2,30-39
801,0,2,male,34,0,0,13,Southampton,0,30-39
802,1,2,female,31,1,1,26.25,Southampton,2,30-39
803,1,1,male,11,1,2,120,Southampton,3,19-Oct
804,1,3,male,0.42,0,1,8.5167,Cherbourg,1,0-9
805,1,3,male,27,0,0,6.975,Southampton,0,20-29
806,0,3,male,31,0,0,7.775,Southampton,0,30-39
807,0,1,male,39,0,0,0,Southampton,0,30-39
808,0,3,female,18,0,0,7.775,Southampton,0,19-Oct
809,0,2,male,39,0,0,13,Southampton,0,30-39
810,1,1,female,33,1,0,53.1,Southampton,1,30-39
811,0,3,male,26,0,0,7.8875,Southampton,0,20-29
812,0,3,male,39,0,0,24.15,Southampton,0,30-39
813,0,2,male,35,0,0,10.5,Southampton,0,30-39
814,0,3,female,6,4,2,31.275,Southampton,6,0-9
815,0,3,male,30.5,0,0,8.05,Southampton,0,30-39
816,0,1,male,41.28138614,0,0,0,Southampton,0,40-49
817,0,3,female,23,0,0,7.925,Southampton,0,20-29
818,0,2,male,31,1,1,37.0042,Cherbourg,2,30-39
819,0,3,male,43,0,0,6.45,Southampton,0,40-49
820,0,3,male,10,3,2,27.9,Southampton,5,19-Oct
821,1,1,female,52,1,1,93.5,Southampton,2,50-59
822,1,3,male,27,0,0,8.6625,Southampton,0,20-29
823,0,1,male,38,0,0,0,Southampton,0,30-39
824,1,3,female,27,0,1,12.475,Southampton,1,20-29
825,0,3,male,2,4,1,39.6875,Southampton,5,0-9
826,0,3,male,26.50758893,0,0,6.95,Queenstown,0,20-29
827,0,3,male,26.50758893,0,0,56.4958,Southampton,0,20-29
828,1,2,male,1,0,2,37.0042,Cherbourg,2,0-9
829,1,3,male,26.50758893,0,0,7.75,Queenstown,0,20-29
830,1,1,female,62,0,0,80,Southampton,0,60-69
831,1,3,female,15,1,0,14.4542,Cherbourg,1,19-Oct
832,1,2,male,0.83,1,1,18.75,Southampton,2,0-9
833,0,3,male,26.50758893,0,0,7.2292,Cherbourg,0,20-29
834,0,3,male,23,0,0,7.8542,Southampton,0,20-29
835,0,3,male,18,0,0,8.3,Southampton,0,19-Oct
836,1,1,female,39,1,1,83.1583,Cherbourg,2,30-39
837,0,3,male,21,0,0,8.6625,Southampton,0,20-29
838,0,3,male,26.50758893,0,0,8.05,Southampton,0,20-29
839,1,3,male,32,0,0,56.4958,Southampton,0,30-39
840,1,1,male,41.28138614,0,0,29.7,Cherbourg,0,40-49
841,0,3,male,20,0,0,7.925,Southampton,0,20-29
842,0,2,male,16,0,0,10.5,Southampton,0,19-Oct
843,1,1,female,30,0,0,31,Cherbourg,0,30-39
844,0,3,male,34.5,0,0,6.4375,Cherbourg,0,30-39
845,0,3,male,17,0,0,8.6625,Southampton,0,19-Oct
846,0,3,male,42,0,0,7.55,Southampton,0,40-49
847,0,3,male,26.50758893,8,2,69.55,Southampton,10,20-29
848,0,3,male,35,0,0,7.8958,Cherbourg,0,30-39
849,0,2,male,28,0,1,33,Southampton,1,20-29
850,1,1,female,34.61176471,1,0,89.1042,Cherbourg,1,30-39
851,0,3,male,4,4,2,31.275,Southampton,6,0-9
852,0,3,male,74,0,0,7.775,Southampton,0,70-79
853,0,3,female,9,1,1,15.2458,Cherbourg,2,0-9
854,1,1,female,16,0,1,39.4,Southampton,1,19-Oct
855,0,2,female,44,1,0,26,Southampton,1,40-49
856,1,3,female,18,0,1,9.35,Southampton,1,19-Oct
857,1,1,female,45,1,1,164.8667,Southampton,2,40-49
858,1,1,male,51,0,0,26.55,Southampton,0,50-59
859,1,3,female,24,0,3,19.2583,Cherbourg,3,20-29
860,0,3,male,26.50758893,0,0,7.2292,Cherbourg,0,20-29
861,0,3,male,41,2,0,14.1083,Southampton,2,40-49
862,0,2,male,21,1,0,11.5,Southampton,1,20-29
863,1,1,female,48,0,0,25.9292,Southampton,0,40-49
864,0,3,female,21.75,8,2,69.55,Southampton,10,20-29
865,0,2,male,24,0,0,13,Southampton,0,20-29
866,1,2,female,42,0,0,13,Southampton,0,40-49
867,1,2,female,27,1,0,13.8583,Cherbourg,1,20-29
868,0,1,male,31,0,0,50.4958,Southampton,0,30-39
869,0,3,male,26.50758893,0,0,9.5,Southampton,0,20-29
870,1,3,male,4,1,1,11.1333,Southampton,2,0-9
871,0,3,male,26,0,0,7.8958,Southampton,0,20-29
872,1,1,female,47,1,1,52.5542,Southampton,2,40-49
873,0,1,male,33,0,0,5,Southampton,0,30-39
874,0,3,male,47,0,0,9,Southampton,0,40-49
875,1,2,female,28,1,0,24,Cherbourg,1,20-29
876,1,3,female,15,0,0,7.225,Cherbourg,0,19-Oct
877,0,3,male,20,0,0,9.8458,Southampton,0,20-29
878,0,3,male,19,0,0,7.8958,Southampton,0,19-Oct
879,0,3,male,26.50758893,0,0,7.8958,Southampton,0,20-29
880,1,1,female,56,0,1,83.1583,Cherbourg,1,50-59
881,1,2,female,25,0,1,26,Southampton,1,20-29
882,0,3,male,33,0,0,7.8958,Southampton,0,30-39
883,0,3,female,22,0,0,10.5167,Southampton,0,20-29
884,0,2,male,28,0,0,10.5,Southampton,0,20-29
885,0,3,male,25,0,0,7.05,Southampton,0,20-29
886,0,3,female,39,0,5,29.125,Queenstown,5,30-39
887,0,2,male,27,0,0,13,Southampton,0,20-29
888,1,1,female,19,0,0,30,Southampton,0,19-Oct
889,0,3,female,21.75,1,2,23.45,Southampton,3,20-29
890,1,1,male,26,0,0,30,Cherbourg,0,20-29
891,0,3,male,32,0,0,7.75,Queenstown,0,30-39